Title,Java,Min Experience,Max Experience,Spring Boot,SQL,Git,Microservices,Hibernate
"Hirring For Automation Tester (Selenium, JAVA) - Salary 8LPA",1,2,6,0,0,0,0,0
Infosys - Java Selenium - 6 Years To 10 Years,1,6,10,0,0,0,0,0
"Java Spring Boot Developer With AWS, Salary 6lpa",1,2,6,1,0,0,0,0
Senior Software Engineer(Java Developer),1,8,12,1,0,0,0,0
"Engineer(Proficient in Java 17, Springboot, Data Modelling)",1,1,5,1,1,0,1,0
Senior Software Engineer - Java/.Net/Python - REMOTE,1,3,7,0,0,0,0,0
"Intermediate Applications Developer - Java, GCP, DevOps",1,6,8,0,0,0,0,0
Lead Software Engineer - Backend Java and deployment,1,4,7,0,0,0,0,1
Lead Software Engineer - Backend Java and deployment,1,3,7,0,0,0,0,1
Senior Software Engineer- Java,1,5,8,0,0,0,0,0
"Senior Automation Test Engineer (Java, SQL, Selenium, Coding)",1,7,12,0,0,0,0,0
Full Stack Developer (Angular + Java),1,6,8,0,0,1,0,0
Java Developer,1,5,9,0,0,0,0,0
Java Developer,1,2,7,0,0,0,0,0
Java Developer,1,6,11,1,0,0,1,0
Java Technical Lead,1,9,12,1,0,0,1,0
java developer : Danske Account,1,8,13,1,0,0,1,0
Java Developer-Bengaluru,1,3,8,1,0,0,1,1
Looking For Senior Java Developer,1,5,9,0,0,0,0,1
Java Microservices Developer with Core Banking,1,6,11,0,0,0,1,0
Java Developer (Fresher),1,,,1,0,0,0,1
Senior Java Fullstack Developer,1,9,14,0,0,0,0,0
"Sr Software Enginer - Fullstack (Java, Angular)",1,4,6,1,0,0,0,0
Java Full Stack Developer_Onsite (Immediate joiners preferred),1,4,7,1,0,0,0,0
Java Developer,1,2,7,1,0,0,0,0
"Java Developer - Camunda, Spring Boot, Kafka",1,3,8,1,0,0,0,0
Hiring For Java Lead Position -Tech M-Pune,1,5,10,1,0,0,1,0
Java Back End Developer,1,1,4,1,0,0,1,0
Java Full Stack Developer,1,1,3,1,0,0,0,0
Java Developer - (Unit Testing) - 5 To 8 Years - Pan India (Hybrid),1,5,10,1,0,0,1,0
Java Fullstack Developer | Immediate Joiner Required,1,5,10,1,0,0,1,0
Hiring | Immediate Joiners JAVA Production Support Lead |,1,9,13,1,0,0,1,0
Hiring | Immediate Joiners | JAVA Full Stack Developer |,0,5,10,1,0,0,1,0
Java Full Stack Developer,1,5,10,0,0,0,0,0
Software Engineer - Java,1,1,4,0,0,0,0,0
Java Lead Engineer - VP,1,11,17,0,0,0,0,0
"JAVA Developer, AS",0,3,7,0,0,0,0,0
Java Developer,1,1,4,0,0,0,0,0
Analyst-Cloud Engineer - Java Support,1,2,6,0,0,0,0,0
"Software Test Analyst (Manual/Automation testing, Java, Selenium)",1,2,7,0,0,0,0,0
Senior Java Developer,1,3,5,0,0,0,0,0
"Senior QA Engineer - Testing (Selenium, Java)",1,5,7,0,0,0,0,0
Full Stack Java developer,1,5,9,0,0,0,0,0
"Senior Development Manager - Product Engineering(JAVA, Angular, AWS)",0,16,20,0,0,0,0,0
Java Lead Engineer - VP,1,15,20,0,0,0,0,0
Java full stack Developer,1,1,4,1,0,0,0,0
Java full stack Developer,1,1,4,1,0,0,0,0
Java Trainee,1,0,2,0,0,0,0,0
Analyst-Cloud Engineer - Java Support,1,2,6,0,0,0,0,0
Java Trainee,1,0,1,0,0,0,0,0
Java Developer,1,3,5,1,0,0,0,0
Lead Software Engineer - Java 17 and SpringBoot 3,1,10,15,1,0,0,0,0
"Java, Selenium, automation tester/Senior Consultant Specialist",1,6,8,0,0,0,0,0
Software Engineer (Java),1,2,3,0,0,0,0,0
SDET(Java/Python) - Drive Chennai - 3+Years exp,1,3,8,0,0,0,0,0
Lead Java AWS Developer,1,7,12,1,0,0,0,0
"Software Developer - Java, Spring Boot, Microservices React or Kafka",1,5,10,1,0,0,1,0
Java Full Stack Developer,1,4,9,1,0,0,0,0
Sr/Lead Java Engineer-Modulr- Pune,1,8,13,1,0,0,1,0
Java Developer,1,1,3,1,0,0,1,0
Senior Java Developer,1,8,13,0,0,0,1,0
Java Developer,1,6,10,1,0,0,1,0
Java Developer,1,9,14,1,0,0,1,0
Java Developer (Multiple openings) - PAN INDIA (Exp: 4 To 15 Years),1,6,11,1,0,0,1,0
Bigdata Developer(Java and Spark),1,5,7,1,0,0,0,0
Specialist I - Software Engineering - Java Full Stack Cloud Architect,1,9,14,0,1,0,1,0
"Software Developer - Java, Spring Boot, Apache Camel",1,3,8,1,0,0,0,0
Java Developer,1,5,7,1,0,0,1,0
Java Developer,1,3,8,1,0,0,1,0
Java Developer,1,5,9,1,0,0,0,1
Data Engineer with expertise in Java Springboot,1,7,12,1,0,0,0,0
Java Technical Lead,1,,,0,0,0,0,0
Java Full Stack Developer,1,8,12,1,0,0,1,0
Java Developer - 5 To 8 Years - Pan India (Hybrid),1,5,8,1,0,0,1,0
Urgent Hiring For Java developer with Product based MNC in Pune,1,4,9,1,0,0,0,0
Sr. Java Developer + Kubernetes,1,7,11,1,0,0,0,0
Java Microservice Developer (Need Immediate - Mid May Joiners Only),1,7,12,1,0,0,1,0
Java Developer,1,5,10,1,0,0,1,1
Java Cloud Native Developer/ Lead,1,7,12,1,0,0,0,0
Java Back End Developer,1,6,11,1,0,0,1,1
Selenium Java Automation Testing - Bangalore,1,3,8,0,0,0,0,0
Software Engineer,1,1,4,1,0,0,0,0
"Engineer, NCT",1,1,4,0,0,0,1,0
"Senior Engineer, AVP",1,7,12,1,0,0,1,0
Lead Java Developer/ Senior Java Developer ( Exp: 6+ Years ),1,6,10,1,0,0,1,0
Java Senior Software Engineer,1,6,10,1,0,0,0,0
Java Developer,1,3,7,0,0,0,0,0
Java Developer - {PAN INDIA},1,2,6,1,0,0,1,0
Java Full Stack Developer(6 years experience),1,6,11,1,0,0,1,1
Java Developer(React)Face To Face,1,6,11,1,0,0,1,0
Java Full Stack Developer,1,5,10,1,0,0,1,0
"Full Stack Java Developer - Spring Boot, React JS - Immediate Joiner",1,8,13,1,0,0,0,0
"Engineering Manager(Springboot Java) For New Zealand based Co,Pune",1,10,14,1,0,0,0,0
Java Backend || Java Full Stack Developer,1,5,10,1,0,0,0,1
Java Developer,1,5,7,1,0,0,0,1
Backend Java Developer (Supply chain Management),1,5,10,0,0,0,0,0
Aws Certified JAVA Developer,1,7,10,1,0,0,1,0
Java Intern,1,,,0,0,0,0,0
Java Junior Developer,1,3,5,1,0,0,0,0
Java Developer with Core Banking,1,0,3,0,0,0,1,0
Software Engineer - Node.js/Java Full Stack,1,3,6,0,0,0,0,0
Java MSB - Senior Associate,1,4,9,1,0,0,1,0
Senior Java Developer,1,5,8,1,0,1,0,1
Technical Lead (Java),1,7,10,0,0,0,0,0
Java GoLang FSD,1,4,8,1,0,0,0,0
Java Fullstack Developer,1,3,5,0,0,1,0,0
Java Fullstack developer,1,4,6,0,0,0,0,0
java react Professional,1,8,10,0,0,0,0,0
Java Developer,1,1,4,0,0,0,0,0
Java Data Engineer,1,7,12,0,0,0,0,0
Java Full Stack Developer Angular + Reac,1,6,11,1,0,0,1,0
Java with Azure and Devops,1,6,9,1,0,0,1,0
Java Full Stack Developer,1,6,8,0,0,0,0,0
Java Full Stack Developer,1,6,8,0,0,0,0,0
Java developer + Azure,1,5,10,1,0,0,1,0
Java Devops Engineer,1,6,11,1,0,0,1,0
Java Back End Developer,1,6,11,1,0,0,1,0
Java Full Stack Developer,1,5,10,1,0,0,1,0
Java Developer - Face To Face interview on 10th May at Pune,1,5,8,1,0,0,1,0
Job Opportunity For Java Architect,1,9,14,1,0,0,1,0
Sr. Java Full Stack / Java Full Stack,1,5,10,1,0,0,0,0
Senior Java Fullstack Developer,1,6,11,1,0,0,1,1
Java Full Stack Developer,1,8,13,1,0,0,1,0
Full Stack Java Developer,1,10,15,1,0,1,0,1
Java Developer,1,2,6,0,0,0,0,0
"Lead Software Engineer (Java, Spring Boot, design & architecture)",1,4,10,1,0,0,0,0
"Java, Springboot Developer/Senior Consultant Specialist",1,8,12,1,0,0,0,0
Senior Java Developer,1,7,8,0,0,0,0,0
Java Developer,1,5,8,0,1,0,0,0
Senior Full Stack Engineer - Java Backend & React,1,6,9,0,0,0,0,0
Senior Full Stack Engineer - Java Backend & React,1,6,9,0,0,0,0,0
Java Backend-8+yrs-Immd-Client-Lululemon-Pan India,1,8,13,1,0,0,1,0
Java fullstack-10+yrs-Immd-Client-Lululemon-Pan India,1,10,15,1,0,0,1,0
Sr Core Java Developer,1,6,11,1,0,0,1,0
Java Developer,1,0,1,1,0,0,1,0
Senior Java Developer || Infogain || Hybrid Work Model,1,4,8,1,0,0,1,1
GenAI - Python-Java Developer,1,5,10,0,0,0,0,0
Java Developer,1,0,1,1,0,0,1,0
Lead Java,1,7,9,0,0,0,0,0
Java / Spring boot with API Developer,1,5,10,1,0,0,1,0
Java Technical Lead,1,10,15,1,0,0,1,0
Senior Software Engineer - Java,1,4,8,1,0,0,0,0
Spring Boot-Java,1,8,13,1,0,0,1,0
Java Developer - Japanese Language proficient - PAN India,1,2,6,0,0,0,0,0
Spring BOOT - JAVA - Japanese Language - PAN India,1,3,8,1,0,0,0,0
Java Product Support,1,8,12,1,0,0,1,0
Java Fullstack Lead,1,7,9,1,0,0,1,0
Hiring | Immediate Joiners | Java Fullstack Lead |,1,7,9,1,0,0,1,0
Java Fullstack Lead,1,7,9,1,0,0,1,0
Java Product Support,1,8,12,1,0,0,1,0
Java Full Stack Developer,1,1,2,1,0,0,0,0
Java Spring Boot Developer,1,2,5,1,0,0,0,0
Java Backend Developer (SDE - 2),1,2,4,0,0,0,1,1
Java Developer,1,1,3,0,0,0,0,1
Walk-In Opportunity: Software Engineer Trainee -Java/Python Freshers,1,,,0,0,0,0,0
Lead Java Developer,1,5,9,1,0,1,1,1
Java Developer,1,8,11,1,0,0,1,0
Job Openings For Java Fullstack & Java Backend -PAN India,1,5,9,1,0,0,1,0
Java Developer,1,2,5,0,0,0,0,0
Java Developer,1,6,8,1,0,0,0,0
Java Developer,1,1,2,1,0,0,1,0
Java Springboot Microservices | AWS | PAN India !!,1,7,12,1,0,0,1,0
Java Full Stack Developer,1,,,1,0,0,1,0
Java Production Support Lead Role,1,8,12,0,0,0,0,0
Senior Java Developer,1,7,12,1,0,0,0,0
Backend Java Developer,1,2,3,1,0,0,1,0
Java Developer,1,4,9,1,0,1,1,0
Java Professional,1,5,7,1,0,0,1,0
Gulf: Senior Java Fullstack Developer,1,4,8,0,0,0,0,0
Technical Architect (Backend Java),1,6,9,0,0,0,0,0
Backend Java Developer,1,1,3,0,0,0,0,0
Junior Java Developer,1,0,2,0,0,0,0,0
Senior Executive - SBE-Small Business Enterprise-Sales,0,0,4,0,0,0,0,0
Automation Test Engineer + Azure,1,6,9,0,0,0,0,0
ESaaS - SFDC - Lightning UI & JavaScript Development,1,4,9,0,1,0,0,1
Technology Service Analyst,0,2,6,0,0,0,0,0
Senior Engineer,1,3,7,1,1,0,0,0
Software Development Specialist,0,1,4,0,0,0,0,0
QA,0,1,4,0,0,0,0,0
Test Lead - Selenium Job,1,8,13,0,0,0,0,0
Sr. Test Engineer - Selenium Job,1,5,10,0,0,0,0,0
Java,1,10,15,0,0,0,1,0
"Full Stack Java Senior Developer, AVP",1,9,14,1,0,0,0,1
Senior Associate Level 3,1,5,8,1,0,0,0,1
Senior Associate Level 3,1,5,8,1,0,0,0,1
Associate Level 2,1,3,6,1,0,0,0,1
Associate 1,1,1,4,1,0,0,0,1
Java Developer - GCP,1,5,9,1,0,0,0,0
Java Full Stack Developer - AWS,1,5,8,1,0,0,1,1
Tableau Consultant with PYTHON / JAVA / DASH,0,4,9,0,1,0,0,0
Java App Mod Presales,1,15,25,0,0,0,0,0
Java Engineer,1,1,5,0,0,0,0,0
Java Full Stack Developer,1,5,10,0,0,0,0,0
Software Engineer – Backend (Java/Golang),1,1,3,1,0,0,0,0
Senior Java Developer ( Couchbase ),1,6,8,1,0,0,1,0
Senior Java Developer - React,1,5,9,1,0,0,1,0
Senior Java Developer with react,1,5,9,0,0,0,0,0
Java Backend Lead,1,8,12,0,0,0,0,0
Java Developer Intern,1,,,0,0,0,0,0
"Automated Tester Java, Selenium, SQL - BLR",1,6,9,0,0,0,0,0
Sr . Java Developer,1,7,12,0,0,0,0,0
Software Engineer II (Java Full Stack Developer),1,4,5,0,0,0,0,0
Java Quantitative engineering Analyst,1,1,2,0,0,0,0,0
Senior Specialist Software Engineer (Java/Domain),1,5,8,0,0,0,0,0
Full Stack Java Developer,1,0,9,0,0,0,0,0
Software Engineer II (Java Full Stack Developer),1,2,6,0,0,0,0,0
Senior Software Engineer (Java Full Stack Developer),1,6,11,0,0,0,0,0
Java Full Stack Developer | 7-10Yrs | Immediate joiner,1,7,10,0,0,0,0,0
Senior Java Developer / Lead (Min 8 years of Exp),1,8,12,1,0,0,0,1
Job Opening - Java Full Stack Developer with Angular / React,1,4,9,0,0,0,0,1
Performance Test Engineer (Java / Python experience is must),1,8,13,0,0,0,0,0
Java Developer,1,6,10,1,0,0,0,0
Software-Java Developer,1,0,3,1,0,0,1,0
Java Developer,1,5,10,1,0,1,1,0
Java Full Stack Developer,1,6,11,1,0,0,1,0
Java Developer,1,3,6,1,0,0,1,1
Hiring Immediate joiner _ SDET ( Java & Selenium) _ InfoEdge _ Noida,1,1,3,0,0,0,0,0
Java Microservices AWS,1,10,15,0,0,0,1,0
Automation Tester (Java and Selenium)-PAN INDIA,1,3,8,0,0,0,0,0
Java Full Stack Developer,1,6,11,1,0,0,0,1
Java Developer,1,6,11,1,0,0,1,0
SAP CPI Integration Consultant with JAVA,0,5,10,0,0,0,0,0
Java Full Stack Developer,1,5,10,1,0,0,1,0
Oracle Java SME,1,8,13,0,0,0,1,0
Senior Java Developer- Immediate joiners,1,6,11,1,0,0,1,1
Java Backend Developer - Pune,1,4,8,1,0,0,1,0
Java Developer,1,3,7,0,0,0,0,0
Looking For Java Tech Lead,1,9,14,1,0,0,1,0
Senior Java Developer,1,4,6,1,0,0,0,1
Looking For Java Developer,1,4,7,0,0,0,1,0
Fullstack Developer Java + Angular. Js,1,4,7,0,0,0,0,0
Looking For Full stack developer Java + Node.Js,1,3,7,0,0,0,0,0
Senior Java Developer,1,5,8,1,0,0,1,1
Java Developer,1,0,4,1,0,0,1,1
Senior Oracle Java Developer,1,5,10,0,0,0,0,0
Senior Java Developer,1,8,13,1,0,0,1,0
Java Full Stack Developer - React.js/Hibernate,1,3,5,1,0,0,0,1
Junior Android Developer - Java / Kotlin,1,1,3,0,0,0,0,0
Java Backend Developer - Spring Boot Framework,1,6,10,1,0,0,0,0
Java Backend Lead,1,8,12,1,0,0,0,0
Java Full Stack Developer,1,10,15,1,0,0,1,0
C#/Java Developer - Linux/AngularJS,1,6,8,0,0,0,0,0
Lead Full Stack Developer - Java/AngularJS,1,6,8,1,0,0,1,0
Full Stack Lead - Java/Angular,1,6,8,1,0,0,0,0
Senior Java Full Stack Developer - AngularJS/Hibernate,1,6,9,0,0,0,0,1
Android Developer - Java/Kotlin,1,1,3,0,0,0,0,0
Senior Java Developer - Microservices Architecture,1,6,7,0,0,0,1,0
Backend Developer - Java Programming,1,1,3,1,0,0,0,0
"Staff Engineer, Java",1,7,12,0,1,0,0,1
Senior Java Full-Stack Developer,1,5,8,0,0,0,0,0
"Senior Software Engineer (Java, JVM, Kubernetes, Optimization)",1,5,6,0,0,0,0,0
Java GCP Engineer,1,4,8,0,0,0,0,0
"Senior Applications Developer - Java, Oracle, Springboot",1,8,12,1,0,0,0,0
Sr. Software Engineer - Java Job,1,4,6,0,0,0,0,0
Jr Java Developer,1,2,5,0,1,1,0,0
Java Developer,1,3,7,0,0,1,0,0
Java Developer,1,3,7,0,0,1,0,0
Java Professional,1,3,7,1,1,1,0,1
Java Backend Developer,1,4,10,1,1,1,0,0
Java AWS ReactJS Development - (3 - 12 Yrs) - PAN India,1,12,12,0,0,0,0,0
Walk-In-Drive - Java Developer - 10th May,1,6,11,1,0,0,0,0
Java Full Stack Developer,1,5,7,1,0,0,1,0
Sr. Specialist Software Engineer (Java),1,12,16,0,0,0,0,0
Java/React (Full stack) Lead,1,5,7,1,0,0,0,0
Java/Angular (Full stack) Lead,1,5,7,0,0,0,0,0
"Sr. Product Developer - ( Core Java, with Spring Boot, Eclipse )",1,7,9,1,0,0,1,0
Java Developer,1,5,9,0,1,0,0,0
"Senior Engineer Java Full Stack, AVP",1,9,14,1,0,0,0,0
Senior Java FSD Engineer Bulk Payments Tribe,1,3,8,1,0,0,0,0
Java Development & Maintenance with Linux,1,3,6,1,0,0,0,0
Senior Java Full-Stack Developer,1,5,8,0,0,0,0,0
Senior Java Engineer,1,5,7,0,0,0,0,0
"Applications Developer - Java, Oracle, Springboot",1,4,9,1,0,0,0,0
Java Developer,1,5,8,1,0,1,1,0
Java Full Stack Developer || Infogain || Noida,1,5,8,1,0,0,1,0
Java Full Stack - Senior Engineer,1,6,11,0,0,0,0,0
Test Automation using Java and Selenium (SQL Process ),1,2,5,0,0,0,0,0
Java Full Stack Developer with React,1,6,11,1,0,0,0,0
PAID Internship To Full Time Role-Devops/AWS/JAVA/Angular/HTML,1,0,1,1,0,0,1,1
JAVA REACT Developer,1,8,13,1,0,0,0,1
Java Developer,1,1,4,1,1,0,0,1
Senior Manager Technology Java Microservices,1,2,9,1,0,1,1,0
"Java backend development For Reputed MNC, Pune",1,3,8,0,0,0,0,0
Senior Software Engineer - Java Developer,1,4,8,1,0,1,0,0
Java Full Stack Developer,1,7,12,1,0,0,1,0
DataOps Engineer (MongoDb),0,0,1,0,1,0,0,1
Application Developer-Open Source,0,2,6,0,0,0,0,0
Senior Analyst,1,1,5,0,0,0,0,0
Senior Associate Consultant L1 - Development,1,1,2,0,0,0,0,1
Application Developer-Cloud FullStack,1,3,7,1,0,0,0,1
Tech Manager,0,13,16,1,0,0,1,0
Application Developer,1,3,8,0,0,0,0,0
Application Developer,1,7,12,0,0,0,0,0
Application Developer,1,2,7,0,0,0,0,0
Application Developer,1,3,8,0,0,0,0,0
Application Developer,1,3,8,0,0,0,1,0
Application Developer,1,5,10,0,0,0,0,0
Application Developer,0,5,10,0,0,0,0,1
Automation Engineer (Robot Framework-Python/Core Java) Must - Mumbai,1,3,6,0,0,1,0,0
"mobile app tetsing,selenium,java",1,5,7,0,0,0,0,0
Android/Consultant Specialist,0,3,7,0,0,0,0,0
Senior Software Engineer,0,2,11,0,0,0,0,0
Developer,0,2,3,0,0,0,0,0
Senior Full Stack Developer,0,3,5,0,0,0,0,0
SENIOR ENGINEER - IT SOFTWARE DEV & OPS,0,2,5,0,0,0,0,0
Full Stack Data Engineer,0,1,4,0,0,0,0,0
Senior/ Lead Okta Engineer (Remote),0,5,8,0,0,0,0,0
Engineering Manager,0,10,20,0,0,0,1,0
"Automation Test Engineer Bulk Payments Tribe , VP",1,5,10,1,0,0,1,0
TAS_Lead Designer_VP,1,10,14,1,0,0,0,0
Software Developer 3,1,6,10,0,0,1,0,0
Snr Principal Member of Technical Staff,1,10,14,1,0,1,1,0
Senior Application Developer - OAS,1,3,5,0,0,0,0,0
Senior Software Engineer,1,6,10,0,0,1,0,0
Senior Member of Technical Staff- OCI,1,3,7,0,0,1,0,0
Senior Application Engineer,1,3,5,0,0,0,0,0
"Software Developer - FMW(SOA, IDM, Weblogic, Webcenter)",1,10,14,0,0,1,0,0
Senior Software Engineer,1,6,10,0,0,0,0,0
Senior Application Engineer,1,3,5,0,0,0,0,0
Senior Automation Engineer,1,3,5,0,0,1,0,0
Senior Member of technical Staff (SDET),1,3,5,0,0,0,0,0
Software Development Manager,1,10,14,0,0,0,1,0
Software Developer 3,1,6,10,0,0,0,1,0
Automation Tester,1,5,10,0,0,1,0,0
Selenium Automation Senior Test Engineer,1,5,10,0,0,1,0,0
"Software Engineer, Principal - C#",1,2,7,0,1,0,0,0
Application Developer-Cloud FullStack,1,3,7,1,0,0,0,0
Automation Engineer,0,2,5,0,1,0,0,0
Developer - L4,1,1,6,1,0,0,0,0
React and React Native - Software Engineer,1,2,6,0,0,0,0,0
Software Development Test Engineer,1,4,9,0,0,1,0,0
Senior Software Engineer,1,2,7,0,0,0,0,1
Senior Application Engineer,1,5,8,0,0,0,0,0
Software Engineer,1,5,10,0,0,0,0,0
"Senior Engineer Back End, NextGen",1,9,14,1,1,1,0,0
